Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
E0,27/10/2018,Brighton,Wolves,1,0,H,0,0,D
E0,27/10/2018,Fulham,Bournemouth,0,3,A,0,1,A
E0,27/10/2018,Leicester,West Ham,1,1,D,0,1,A
E0,27/10/2018,Liverpool,Cardiff,4,1,H,1,0,H
E0,27/10/2018,Southampton,Newcastle,0,0,D,0,0,D
E0,27/10/2018,Watford,Huddersfield,3,0,H,2,0,H
E0,28/10/2018,Burnley,Chelsea,0,4,A,0,1,A
E0,28/10/2018,Crystal Palace,Arsenal,2,2,D,1,0,H
E0,28/10/2018,Man United,Everton,2,1,H,1,0,H
E0,29/10/2018,Tottenham,Man City,0,1,A,0,1,A
E0,03/11/2018,Arsenal,Liverpool,1,1,D,0,0,D
E0,03/11/2018,Bournemouth,Man United,1,2,A,1,1,D
E0,03/11/2018,Cardiff,Leicester,0,1,A,0,0,D
E0,03/11/2018,Everton,Brighton,3,1,H,1,1,D
E0,03/11/2018,Newcastle,Watford,1,0,H,0,0,D
E0,03/11/2018,West Ham,Burnley,4,2,H,1,1,D
E0,03/11/2018,Wolves,Tottenham,2,3,A,0,2,A
E0,04/11/2018,Chelsea,Crystal Palace,3,1,H,1,0,H
E0,04/11/2018,Man City,Southampton,6,1,H,4,1,H
E0,05/11/2018,Huddersfield,Fulham,1,0,H,1,0,H
E0,10/11/2018,Cardiff,Brighton,2,1,H,1,1,D
E0,10/11/2018,Crystal Palace,Tottenham,0,1,A,0,0,D
E0,10/11/2018,Huddersfield,West Ham,1,1,D,1,0,H
E0,10/11/2018,Leicester,Burnley,0,0,D,0,0,D
E0,10/11/2018,Newcastle,Bournemouth,2,1,H,2,1,H
E0,10/11/2018,Southampton,Watford,1,1,D,1,0,H
E0,11/11/2018,Arsenal,Wolves,1,1,D,0,1,A
E0,11/11/2018,Chelsea,Everton,0,0,D,0,0,D
E0,11/11/2018,Liverpool,Fulham,2,0,H,1,0,H
E0,11/11/2018,Man City,Man United,3,1,H,1,0,H
E0,24/11/2018,Brighton,Leicester,1,1,D,1,0,H
E0,24/11/2018,Everton,Cardiff,1,0,H,0,0,D
E0,24/11/2018,Fulham,Southampton,3,2,H,2,1,H
E0,24/11/2018,Man United,Crystal Palace,0,0,D,0,0,D
E0,24/11/2018,Tottenham,Chelsea,3,1,H,2,0,H
E0,24/11/2018,Watford,Liverpool,0,3,A,0,0,D
E0,24/11/2018,West Ham,Man City,0,4,A,0,3,A
E0,25/11/2018,Bournemouth,Arsenal,1,2,A,1,1,D
E0,25/11/2018,Wolves,Huddersfield,0,2,A,0,1,A
E0,26/11/2018,Burnley,Newcastle,1,2,A,1,2,A
E0,30/11/2018,Cardiff,Wolves,2,1,H,0,1,A
E0,01/12/2018,Crystal Palace,Burnley,2,0,H,1,0,H
E0,01/12/2018,Huddersfield,Brighton,1,2,A,1,1,D
E0,01/12/2018,Leicester,Watford,2,0,H,2,0,H
E0,01/12/2018,Man City,Bournemouth,3,1,H,1,1,D
E0,01/12/2018,Newcastle,West Ham,0,3,A,0,1,A
E0,01/12/2018,Southampton,Man United,2,2,D,2,2,D
E0,02/12/2018,Arsenal,Tottenham,4,2,H,1,2,A
E0,02/12/2018,Chelsea,Fulham,2,0,H,1,0,H
E0,02/12/2018,Liverpool,Everton,1,0,H,0,0,D
E0,04/12/2018,Bournemouth,Huddersfield,2,1,H,2,1,H
E0,04/12/2018,Brighton,Crystal Palace,3,1,H,3,0,H
E0,04/12/2018,Watford,Man City,1,2,A,0,1,A
E0,04/12/2018,West Ham,Cardiff,3,1,H,0,0,D
E0,05/12/2018,Burnley,Liverpool,1,3,A,0,0,D
E0,05/12/2018,Everton,Newcastle,1,1,D,1,1,D
E0,05/12/2018,Fulham,Leicester,1,1,D,1,0,H
E0,05/12/2018,Man United,Arsenal,2,2,D,1,1,D
E0,05/12/2018,Tottenham,Southampton,3,1,H,1,0,H
E0,05/12/2018,Wolves,Chelsea,2,1,H,0,1,A
E0,08/12/2018,Arsenal,Huddersfield,1,0,H,0,0,D
E0,08/12/2018,Bournemouth,Liverpool,0,4,A,0,1,A
E0,08/12/2018,Burnley,Brighton,1,0,H,1,0,H
E0,08/12/2018,Cardiff,Southampton,1,0,H,0,0,D
E0,08/12/2018,Chelsea,Man City,2,0,H,1,0,H
E0,08/12/2018,Leicester,Tottenham,0,2,A,0,1,A
E0,08/12/2018,Man United,Fulham,4,1,H,3,0,H
E0,08/12/2018,West Ham,Crystal Palace,3,2,H,0,1,A
E0,09/12/2018,Newcastle,Wolves,1,2,A,1,1,D
E0,10/12/2018,Everton,Watford,2,2,D,1,0,H
E0,15/12/2018,Crystal Palace,Leicester,1,0,H,1,0,H
E0,15/12/2018,Fulham,West Ham,0,2,A,0,2,A
E0,15/12/2018,Huddersfield,Newcastle,0,1,A,0,0,D
E0,15/12/2018,Man City,Everton,3,1,H,1,0,H
E0,15/12/2018,Tottenham,Burnley,1,0,H,0,0,D
E0,15/12/2018,Watford,Cardiff,3,2,H,1,0,H
E0,15/12/2018,Wolves,Bournemouth,2,0,H,1,0,H
E0,16/12/2018,Brighton,Chelsea,1,2,A,0,2,A
E0,16/12/2018,Liverpool,Man United,3,1,H,1,1,D
E0,16/12/2018,Southampton,Arsenal,3,2,H,2,1,H
E0,21/12/2018,Wolves,Liverpool,0,2,A,0,1,A
E0,22/12/2018,Arsenal,Burnley,3,1,H,1,0,H
E0,22/12/2018,Bournemouth,Brighton,2,0,H,1,0,H
E0,22/12/2018,Cardiff,Man United,1,5,A,1,3,A
E0,22/12/2018,Chelsea,Leicester,0,1,A,0,0,D
E0,22/12/2018,Huddersfield,Southampton,1,3,A,0,2,A
E0,22/12/2018,Man City,Crystal Palace,2,3,A,1,2,A
E0,22/12/2018,Newcastle,Fulham,0,0,D,0,0,D
E0,22/12/2018,West Ham,Watford,0,2,A,0,1,A
E0,23/12/2018,Everton,Tottenham,2,6,A,1,3,A
E0,26/12/2018,Brighton,Arsenal,1,1,D,1,1,D
E0,26/12/2018,Burnley,Everton,1,5,A,1,3,A
E0,26/12/2018,Crystal Palace,Cardiff,0,0,D,0,0,D
E0,26/12/2018,Fulham,Wolves,1,1,D,0,0,D
E0,26/12/2018,Leicester,Man City,2,1,H,1,1,D
E0,26/12/2018,Liverpool,Newcastle,4,0,H,1,0,H
E0,26/12/2018,Man United,Huddersfield,3,1,H,1,0,H
E0,26/12/2018,Tottenham,Bournemouth,5,0,H,3,0,H
E0,26/12/2018,Watford,Chelsea,1,2,A,1,1,D
E0,27/12/2018,Southampton,West Ham,1,2,A,0,0,D
E0,29/12/2018,Brighton,Everton,1,0,H,0,0,D
E0,29/12/2018,Fulham,Huddersfield,1,0,H,0,0,D
E0,29/12/2018,Leicester,Cardiff,0,1,A,0,0,D
E0,29/12/2018,Liverpool,Arsenal,5,1,H,4,1,H
E0,29/12/2018,Tottenham,Wolves,1,3,A,1,0,H
E0,29/12/2018,Watford,Newcastle,1,1,D,0,1,A
E0,30/12/2018,Burnley,West Ham,2,0,H,2,0,H
E0,30/12/2018,Crystal Palace,Chelsea,0,1,A,0,0,D
E0,30/12/2018,Man United,Bournemouth,4,1,H,3,1,H
E0,30/12/2018,Southampton,Man City,1,3,A,1,3,A
E0,01/01/2019,Arsenal,Fulham,4,1,H,1,0,H
E0,01/01/2019,Cardiff,Tottenham,0,3,A,0,3,A
E0,01/01/2019,Everton,Leicester,0,1,A,0,0,D
E0,02/01/2019,Bournemouth,Watford,3,3,D,3,3,D
E0,02/01/2019,Chelsea,Southampton,0,0,D,0,0,D
E0,02/01/2019,Huddersfield,Burnley,1,2,A,1,1,D
E0,02/01/2019,Newcastle,Man United,0,2,A,0,0,D
E0,02/01/2019,West Ham,Brighton,2,2,D,0,0,D
